"Recibido","ID de Pedido","Canal","Estado del pedido","Marca","Tienda","Cantidad de los artículos","Subtotal","Propina","Service Fee","Ajustes","Descuento","Descuento de la plataforma","Payout","Error Charges","Aceptado","Modo de cumplimiento","Tipo de programación","Currency Code"
"03/08/2023, 20:02:12","47EBE","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","38.20","0.00","0.00","0.00","0.00","0.00","25.25","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 19:59:51","BNWWNBDT","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","65.10","0.00","0.00","0.00","0.00","0.00","65.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 18:05:48","BKK1TVV6","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.90","0.00","0.00","0.00","0.00","0.00","12.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 18:01:08","BUCLRYUG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","45.00","0.00","0.00","0.00","0.00","-35.00","45.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 17:56:20","M8K5BMMA","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","2","17.80","0.00","0.00","0.00","0.00","0.00","17.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 16:57:54","MRS7H12X","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","1","19.30","0.00","0.00","0.00","0.00","-2.00","19.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 15:47:15","2DB1A","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","9","86.40","0.00","0.00","0.00","0.00","0.00","60.26","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 15:17:58","BZTLN1Y1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","48.80","0.00","0.00","0.00","0.00","0.00","48.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 14:55:31","734611846","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","4","38.40","0.00","0.00","0.00","0.00","0.00","40.30","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"03/08/2023, 14:50:54","AE7N7WPK","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","14.40","0.00","0.00","0.00","0.00","0.00","14.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 14:48:13","19EDF","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","39.20","0.00","0.00","0.00","0.00","0.00","25.91","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 14:42:13","AWMRDEDZ","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","19.80","0.00","0.00","0.00","0.00","0.00","19.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 14:32:34","734610718","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","9.70","0.00","0.00","0.00","0.00","0.00","10.58","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"03/08/2023, 14:09:23","AMSRAWKL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","17.20","0.00","0.00","0.00","0.00","0.00","17.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 14:02:06","BRQ1BZ7P","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","49.70","0.00","0.00","0.00","0.00","0.00","49.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 13:46:16","BK1D1WCM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.60","0.00","0.00","0.00","0.00","0.00","14.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 13:30:57","BA31NXJJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","40.70","0.00","0.00","0.00","0.00","0.00","40.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 13:30:57","BTVCMU41","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","30.10","0.00","0.00","0.00","0.00","0.00","30.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"03/08/2023, 13:29:46","ARD1C83X","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","27.80","0.00","0.00","0.00","0.00","0.00","27.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 23:26:46","ASRYFRPV","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","35.60","0.00","0.00","0.00","0.00","0.00","35.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 22:30:10","AWT1U3TM","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","24.20","0.00","0.00","0.00","0.00","0.00","24.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 22:28:30","AZHRNTBB","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","12.60","0.00","0.00","0.00","0.00","0.00","12.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 22:21:47","AE1ZXNDT","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","28.20","0.00","0.00","0.00","0.00","0.00","28.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 22:05:10","BKUU11Y3","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","7","38.30","0.00","0.00","0.00","0.00","0.00","38.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 22:01:30","AJHJ1WA3","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","5","52.10","0.00","0.00","0.00","0.00","0.00","52.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:54:37","734355818","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","15.90","0.00","0.00","0.00","0.00","0.00","17.35","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"02/08/2023, 21:48:34","F3779","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","26.80","0.00","0.00","0.00","0.00","0.00","17.72","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:45:46","AZ4BZA8B","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","67.30","0.00","0.00","0.00","0.00","0.00","67.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:44:03","B6805","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","16.40","0.00","0.00","0.00","0.00","0.00","8.95","-1.90","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:42:10","6A8BC","Uber Eats","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","1","35.30","0.00","0.00","0.00","-6.42","0.00","19.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:32:34","A6WM1HAW","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","1","12.50","0.00","0.00","0.00","0.00","0.00","12.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:30:08","BWVPEWYP","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","40.20","0.00","0.00","0.00","0.00","0.00","40.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:20:14","ASMPLVRP","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","3","22.50","0.00","0.00","0.00","0.00","0.00","22.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:17:24","BLGVVWPL","Glovo","Cancelado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.00","0.00","0.00","0.00","0.00","0.00","29.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:17:24","BRZS6LKG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","40.70","0.00","0.00","0.00","0.00","0.00","40.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 21:03:19","0E99C","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","42.80","0.00","0.00","0.00","0.00","0.00","28.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:59:35","MCM1L711","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","1","11.90","0.00","0.00","0.00","0.00","0.00","11.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:55:44","BMNXT1JW","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","22.80","0.00","0.00","0.00","0.00","0.00","22.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:50:24","AT1UTBSL","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","50.00","0.00","0.00","0.00","0.00","0.00","50.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:45:46","70569","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","6","38.80","0.00","0.00","0.00","0.00","0.00","25.66","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:40:25","BWHFNRNM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","32.30","0.00","0.00","0.00","0.00","0.00","32.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:36:43","BCLD4SBH","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","51.30","0.00","0.00","0.00","0.00","0.00","51.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:32:39","BWRSDDQV","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","15.40","0.00","0.00","0.00","0.00","0.00","15.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:25:06","A1W4C8SV","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","3","27.70","0.00","0.00","0.00","0.00","0.00","27.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 20:14:49","A3BTLNUW","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","39.10","0.00","0.00","0.00","0.00","0.00","39.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 19:55:46","BFHJLW1K","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","30.70","0.00","0.00","0.00","0.00","0.00","15.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 18:44:21","BYQYDKX7","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","28.00","0.00","0.00","0.00","0.00","0.00","28.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 15:24:10","AYWNYMBK","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","69.70","0.00","0.00","0.00","0.00","0.00","69.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 15:17:02","BU4TAVHU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","36.50","0.00","0.00","0.00","0.00","0.00","36.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:47:33","52F9C","Uber Eats","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","1","16.30","0.00","0.00","0.00","0.00","0.00","13.34","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"02/08/2023, 14:44:57","7F9B7","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","53.10","0.00","0.00","0.00","0.00","0.00","35.11","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:44:39","AXT6DZHC","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","3","27.90","0.00","0.00","0.00","0.00","0.00","27.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:40:59","AB1HASDN","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","4","45.80","0.00","0.00","0.00","0.00","-1.00","45.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:40:58","B1PU6BZU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","39.30","0.00","0.00","0.00","0.00","0.00","39.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:40:11","A724A","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","20.10","0.00","0.00","0.00","0.00","0.00","13.29","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:32:40","AETLNMQB","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","25.60","0.00","0.00","0.00","0.00","0.00","25.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:19:34","71B4C","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","26.80","0.00","0.00","0.00","0.00","0.00","17.72","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 14:19:13","ABEPF8NS","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","5","63.90","0.00","0.00","0.00","0.00","0.00","63.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 13:54:17","AYA39PRH","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","5","36.10","0.00","0.00","0.00","0.00","0.00","36.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"02/08/2023, 13:34:58","AQQLQ1DZ","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","3","22.50","0.00","0.00","0.00","0.00","0.00","22.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:46:19","A2N8SZZ6","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","4","30.20","0.00","0.00","0.00","0.00","0.00","30.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:43:25","B8JTMSTU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.20","0.00","0.00","0.00","0.00","0.00","29.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:43:24","B1KY7FPZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","30.10","0.00","0.00","0.00","0.00","0.00","30.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:35:41","BRT9LZLJ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.20","0.00","0.00","0.00","0.00","0.00","29.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:30:13","BPMH5VDG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","14.50","0.00","0.00","0.00","0.00","0.00","14.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:12:13","AZL4TDG9","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","24.20","0.00","0.00","0.00","0.00","0.00","24.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 22:08:31","BVFJZLSG","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","54.20","0.00","0.00","0.00","0.00","0.00","54.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:58:02","AGK1DCYS","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","16.60","0.00","0.00","0.00","0.00","0.00","16.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:49:23","ADYDLLZ7","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","20.70","0.00","0.00","0.00","0.00","0.00","20.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:49:03","733926457","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","2","22.90","0.00","0.00","0.00","0.00","0.00","25.80","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"01/08/2023, 21:47:35","ARU11KN2","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","4","33.10","0.00","0.00","0.00","0.00","0.00","33.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:47:16","88681","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","37.20","0.00","0.00","0.00","0.00","0.00","24.59","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:36:38","AXLN29KT","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","1","13.80","0.00","0.00","0.00","0.00","0.00","13.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:28:31","BA7FVAE1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","29.30","0.00","0.00","0.00","0.00","0.00","29.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:25:16","B59SAKWM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","11.70","0.00","0.00","0.00","0.00","0.00","11.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 21:25:16","BME6HP4H","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","30.20","0.00","0.00","0.00","0.00","0.00","30.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:57:18","A1EXASW6","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","2","15.10","0.00","0.00","0.00","0.00","0.00","15.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:53:22","AV8KSK3V","Glovo","Entregado","Tepuy Basics","Umbrella SH - Calle Linares","9","75.90","0.00","0.00","0.00","0.00","0.00","75.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:38:32","BHUGDGNL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","43.60","0.00","0.00","0.00","0.00","0.00","43.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:27:27","A21KDU1W","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","5","41.00","0.00","0.00","0.00","0.00","0.00","41.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:26:33","AFVSX1KF","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","19.80","0.00","0.00","0.00","0.00","0.00","19.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:25:08","ARPBDXR4","Glovo","Entregado","Tepuy Basics","Umbrella SH - San Vicent del Raspeig","6","49.90","0.00","0.00","0.00","0.00","0.00","49.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 20:13:27","ACJUMBQK","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","24.60","0.00","0.00","0.00","0.00","0.00","24.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 19:33:41","ME1BLSZR","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","2","23.80","0.00","0.00","0.00","0.00","0.00","23.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 17:48:03","49561","Uber Eats","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","2","47.10","0.00","0.00","0.00","-8.56","0.00","26.28","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 15:59:47","AYSH8BHZ","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","12.60","0.00","0.00","0.00","0.00","0.00","12.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 15:48:38","C5CBD","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","4","43.60","0.00","0.00","0.00","0.00","0.00","30.41","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 15:10:21","ALUFTNGM","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","2","16.60","0.00","0.00","0.00","0.00","0.00","16.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 14:09:25","AHALDM3L","Glovo","Cancelado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","17.20","0.00","0.00","0.00","0.00","0.00","17.20","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"01/08/2023, 13:28:00","AZNGLQJ3","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","38.50","0.00","0.00","0.00","0.00","0.00","38.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 23:05:32","AGPKRVBJ","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","14","148.70","0.00","0.00","0.00","0.00","0.00","148.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 22:01:08","AJP45ML4","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","39.00","0.00","0.00","0.00","0.00","0.00","39.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:56:57","M5Z2S11L","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","3","32.80","0.00","0.00","0.00","-13.10","-5.55","19.70","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:52:31","2E7A8","Uber Eats","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","10.90","0.00","0.00","0.00","0.00","0.00","7.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:49:36","MMPGNA1A","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","6","61.40","0.00","0.00","0.00","-27.80","0.00","33.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:40:54","733514156","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","43.40","0.00","0.00","0.00","0.00","0.00","47.35","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"31/07/2023, 21:39:41","733509709","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Calle Bazan","3","36.30","0.00","0.00","0.00","0.00","0.00","38.20","0.00","Aceptado","Entrega por el Restaurante","De inmediato","EUR"
"31/07/2023, 21:36:45","733510811","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","5","53.70","0.00","0.00","0.00","0.00","0.00","58.58","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"31/07/2023, 21:20:50","B5FVSWNG","Glovo","Cancelado","Tepuy Burger","Tepuy Burger - Benidorm","2","32.80","0.00","0.00","0.00","0.00","0.00","32.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:20:45","A7KTN1PV","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","1","20.40","0.00","0.00","0.00","0.00","0.00","20.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:10:00","AJGC775L","Glovo","Entregado","Tepuy Basics","Umbrella SH - Goleta","4","45.30","0.00","0.00","0.00","0.00","0.00","45.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 21:08:51","B7PT13PL","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","24.40","0.00","0.00","0.00","0.00","0.00","24.40","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:58:10","B5NCQXFW","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","12.90","0.00","0.00","0.00","0.00","0.00","12.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:54:33","BVCGXPPZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","34.60","0.00","0.00","0.00","0.00","0.00","34.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:53:09","BMWRWN1L","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","30.50","0.00","0.00","0.00","0.00","0.00","30.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:52:08","MPVZPD61","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","6","38.00","0.00","0.00","0.00","-11.90","0.00","26.10","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:19:58","AL9M41M1","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","1","14.30","0.00","0.00","0.00","0.00","0.00","14.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:19:58","AM7BVRJE","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Rodolfo Salazar","2","31.00","0.00","0.00","0.00","0.00","0.00","31.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:18:43","D8CC5","Uber Eats","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","38.70","0.00","0.00","0.00","0.00","0.00","25.58","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 20:09:00","BGTLL8CW","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","2","22.80","0.00","0.00","0.00","0.00","0.00","22.80","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 19:19:56","M2CZRXGJ","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","4","33.40","0.00","0.00","0.00","-13.80","0.00","19.60","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 16:07:02","MJF1WKAS","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","2","27.80","0.00","0.00","0.00","-13.90","0.00","13.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 15:14:24","BWGRYKCZ","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","1","15.30","0.00","0.00","0.00","0.00","0.00","15.30","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 15:13:28","BPSU2BHM","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","29.50","0.00","0.00","0.00","0.00","0.00","29.50","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 15:04:49","733358040","Gloria Foods","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","3","38.20","0.00","0.00","0.00","0.00","0.00","41.67","0.00","Aceptado","Para Recoger","De inmediato","EUR"
"31/07/2023, 14:51:15","MUMTY3LB","Glovo","Entregado","Tepuy Basics","EMEA - SP - MAD - Jose Calvo","2","23.80","0.00","0.00","0.00","-11.90","0.00","11.90","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
"31/07/2023, 14:47:18","B6PAFLFU","Glovo","Entregado","Tepuy Burger","Tepuy Burger - Benidorm","4","33.00","0.00","0.00","0.00","0.00","0.00","33.00","0.00","Aceptado","Entrega del mercado","De inmediato","EUR"
